Algorithm,silhouette,davies_bouldin,adjusted_rand_score,homogeneity_completeness_v_measure,noise
euclidean_brute_25_1,0.6032975492610338,0.5608542079239184,0.0804096749114581,"(np.float64(0.09531483697511492), np.float64(0.06666505758495217), np.float64(0.07845626906850522))",1207
cosine_auto_25_1,0.6064709977175918,0.5552183707188428,0.07882276364734349,"(np.float64(0.09382840652781196), np.float64(0.06588120047689797), np.float64(0.07740959578849085))",1213
cosine_brute_25_1,0.6064709977175918,0.5552183707188428,0.07882276364734349,"(np.float64(0.09382840652781196), np.float64(0.06588120047689797), np.float64(0.07740959578849085))",1213
l1_auto_25_1,0.564950818811765,0.6436576280197019,0.0025817502415235337,"(np.float64(0.02353761780431453), np.float64(0.017626076825059754), np.float64(0.020157367477975998))",1131
l1_brute_25_1,0.564950818811765,0.6436576280197019,0.0025817502415235337,"(np.float64(0.02353761780431453), np.float64(0.017626076825059754), np.float64(0.020157367477975998))",1131
euclidean_auto_15_1.5,0.43198902384057153,0.9928771052723989,0.03794728391217741,"(np.float64(0.10989190219102347), np.float64(0.046275695629380796), np.float64(0.06512649600685678))",1025
euclidean_brute_15_1.5,0.43429302668833913,0.996872343833359,0.03588269844348769,"(np.float64(0.10388296731845627), np.float64(0.04374358987792743), np.float64(0.061563637383152445))",1017
cosine_auto_15_1.5,0.46544312377495023,0.9208910695040917,0.0371698700551198,"(np.float64(0.10319710739432239), np.float64(0.0435274867117988), np.float64(0.061229144959209586))",1048
cosine_brute_15_1.5,0.46544312377495023,0.9208910695040917,0.0371698700551198,"(np.float64(0.10319710739432239), np.float64(0.0435274867117988), np.float64(0.061229144959209586))",1048
l1_auto_15_1.5,0.5029606157258316,0.7957663061825696,0.02165875737295288,"(np.float64(0.08538380570042706), np.float64(0.03817098318063479), np.float64(0.052756899846706784))",995
l1_brute_15_1.5,0.5029606157258316,0.7957663061825696,0.02165875737295288,"(np.float64(0.08538380570042706), np.float64(0.03817098318063479), np.float64(0.052756899846706784))",995
euclidean_auto_20_1.5,0.49280578375691075,0.8730155026054124,0.037705162233618646,"(np.float64(0.07572651862955587), np.float64(0.037539840089970446), np.float64(0.05019604112043594))",1055
